_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,please_classify_the_sample,dataset,incoherent_sentences_arg2_diff_sensetxt,plant_genetics_success_in_creating_genetically_engineered_male_steriles_doesnt_automatically_mean_it_would_be_simple_to_create_hybrids_in_all_crops_thats_because_22_workers_were_missing_and_presumed_dead,please_classify_the_sample_gold,sample
1445998633,11/21/2017 01:53:10,false,3061139721,,11/21/2017 01:48:08,false,neodev,1,43753614,EGY,11,Cairo,197.32.196.192,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"houston lighting's current situation has some positive aspects, including managing ""very well"" the construction and commercial operation risks of units 1 and 2 of the south texas project nuclear power plant in addition franklin is a closed-end management investment company
"
1445998634,11/21/2017 01:21:15,false,3061036266,,11/21/2017 01:20:00,false,instagc,1,36656211,ESP,51,Villanueva Del Ariscal,89.131.88.139,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"i await his sequel: the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in because it is far more flexible than straight whole life
"
1445998634,11/21/2017 01:21:39,false,3061037564,,11/21/2017 01:20:09,false,elite,1,43727714,VEN,25,Caracas,200.35.204.225,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"i await his sequel: the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in because it is far more flexible than straight whole life
"
1445998634,11/21/2017 01:21:53,false,3061038326,,11/21/2017 01:20:19,false,neodev,1,40027412,VEN,4,Maracay,190.38.40.49,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"i await his sequel: the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in because it is far more flexible than straight whole life
"
1445998634,11/21/2017 01:26:47,false,3061054056,,11/21/2017 01:19:58,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"i await his sequel: the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in because it is far more flexible than straight whole life
"
1445998635,11/21/2017 01:20:56,false,3061035224,,11/21/2017 01:18:47,false,elite,1,43667456,COL,2,Medellín,201.233.96.41,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"one rare example of a time-limited poison pill is the shareholder rights plan adopted by pennzoil last year after it received a huge litigation settlement from texaco specifically the earthquake's toll, including possible deep structural damage, goes far beyond the more easily observed damage from a hurricane
"
1445998635,11/21/2017 01:22:24,false,3061039885,,11/21/2017 01:19:06,false,neodev,1,43902887,VEN,25,Caracas,190.123.191.139,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"one rare example of a time-limited poison pill is the shareholder rights plan adopted by pennzoil last year after it received a huge litigation settlement from texaco specifically the earthquake's toll, including possible deep structural damage, goes far beyond the more easily observed damage from a hurricane
"
1445998635,11/21/2017 01:25:39,false,3061050455,,11/21/2017 01:18:55,false,elite,1,43125727,BRA,8,Vitoria,177.17.83.202,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"one rare example of a time-limited poison pill is the shareholder rights plan adopted by pennzoil last year after it received a huge litigation settlement from texaco specifically the earthquake's toll, including possible deep structural damage, goes far beyond the more easily observed damage from a hurricane
"
1445998635,11/21/2017 01:51:05,false,3061132638,,11/21/2017 01:48:56,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"one rare example of a time-limited poison pill is the shareholder rights plan adopted by pennzoil last year after it received a huge litigation settlement from texaco specifically the earthquake's toll, including possible deep structural damage, goes far beyond the more easily observed damage from a hurricane
"
1445998636,11/21/2017 01:23:03,false,3061041972,,11/21/2017 01:19:16,false,clixsense,1,40360329,VEN,23,Maracaibo,190.207.15.141,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"infiniti is nissan's big business move for the 21st century, and we're in no hurry to generate large profits right away in fact three new books make the point that one large price of the glittery college-sports show can be the integrity of the schools that stage it
"
1445998636,11/21/2017 01:24:15,false,3061045840,,11/21/2017 01:19:17,false,clixsense,1,41825385,VEN,7,Valencia,200.8.86.180,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"infiniti is nissan's big business move for the 21st century, and we're in no hurry to generate large profits right away in fact three new books make the point that one large price of the glittery college-sports show can be the integrity of the schools that stage it
"
1445998636,11/21/2017 01:28:03,false,3061057747,,11/21/2017 01:27:31,false,neodev,1,43816676,VEN,4,La Victoria,190.142.126.129,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"infiniti is nissan's big business move for the 21st century, and we're in no hurry to generate large profits right away in fact three new books make the point that one large price of the glittery college-sports show can be the integrity of the schools that stage it
"
1445998636,11/21/2017 01:30:29,false,3061065300,,11/21/2017 01:19:15,false,clixsense,1,39091022,VEN,15,Los Teques,181.208.40.172,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"infiniti is nissan's big business move for the 21st century, and we're in no hurry to generate large profits right away in fact three new books make the point that one large price of the glittery college-sports show can be the integrity of the schools that stage it
"
1445998637,11/21/2017 01:21:41,false,3061037700,,11/21/2017 01:19:44,false,neodev,1,43803786,EGY,11,Cairo,105.82.36.96,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"they are useful to call public attention to grievances, but they have little value in educating anyone about the issues in dispute because goldman sachs placed the stock back on its list of recommended issues, raised its 1990 earnings estimate and recommended that its clients shift funds from kellogg to general mills
"
1445998637,11/21/2017 01:26:47,false,3061054064,,11/21/2017 01:19:58,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"they are useful to call public attention to grievances, but they have little value in educating anyone about the issues in dispute because goldman sachs placed the stock back on its list of recommended issues, raised its 1990 earnings estimate and recommended that its clients shift funds from kellogg to general mills
"
1445998637,11/21/2017 01:30:35,false,3061065579,,11/21/2017 01:19:57,false,neodev,1,40185726,VEN,23,Maracaibo,201.248.106.90,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"they are useful to call public attention to grievances, but they have little value in educating anyone about the issues in dispute because goldman sachs placed the stock back on its list of recommended issues, raised its 1990 earnings estimate and recommended that its clients shift funds from kellogg to general mills
"
1445998637,11/21/2017 01:48:49,false,3061125560,,11/21/2017 01:19:47,false,clixsense,1,43955960,IND,24,Hanumangarh,103.255.9.113,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"they are useful to call public attention to grievances, but they have little value in educating anyone about the issues in dispute because goldman sachs placed the stock back on its list of recommended issues, raised its 1990 earnings estimate and recommended that its clients shift funds from kellogg to general mills
"
1445998638,11/21/2017 01:19:34,false,3061030982,,11/21/2017 01:18:25,false,neodev,1,37281035,PRT,4,Braga,94.61.110.75,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"a chemical spokeswoman said the second-quarter charge was ""not material"" and that no personnel changes were made as a result in addition it's growing even faster
"
1445998638,11/21/2017 01:19:37,false,3061031124,,11/21/2017 01:18:25,false,elite,1,43499220,VEN,17,Altagracia,186.93.71.132,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"a chemical spokeswoman said the second-quarter charge was ""not material"" and that no personnel changes were made as a result in addition it's growing even faster
"
1445998638,11/21/2017 01:20:07,false,3061032974,,11/21/2017 01:18:32,false,elite,1,43727714,VEN,25,Caracas,200.35.204.225,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"a chemical spokeswoman said the second-quarter charge was ""not material"" and that no personnel changes were made as a result in addition it's growing even faster
"
1445998638,11/21/2017 01:23:08,false,3061042260,,11/21/2017 01:21:57,false,elite,1,34837948,ESP,29,Madrid,37.12.230.133,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"a chemical spokeswoman said the second-quarter charge was ""not material"" and that no personnel changes were made as a result in addition it's growing even faster
"
1445998639,11/21/2017 01:21:15,false,3061036268,,11/21/2017 01:20:00,false,instagc,1,36656211,ESP,51,Villanueva Del Ariscal,89.131.88.139,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the georgia-pacific offer has definitely changed the landscape because in another, she requisitioned topiary mx missile cones -- costing $10,000 each -- in heights up to 20 feet
"
1445998639,11/21/2017 01:26:47,false,3061054049,,11/21/2017 01:19:58,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the georgia-pacific offer has definitely changed the landscape because in another, she requisitioned topiary mx missile cones -- costing $10,000 each -- in heights up to 20 feet
"
1445998639,11/21/2017 01:30:35,false,3061065589,,11/21/2017 01:19:57,false,neodev,1,40185726,VEN,23,Maracaibo,201.248.106.90,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the georgia-pacific offer has definitely changed the landscape because in another, she requisitioned topiary mx missile cones -- costing $10,000 each -- in heights up to 20 feet
"
1445998639,11/21/2017 01:48:49,false,3061125568,,11/21/2017 01:19:47,false,clixsense,1,43955960,IND,24,Hanumangarh,103.255.9.113,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the georgia-pacific offer has definitely changed the landscape because in another, she requisitioned topiary mx missile cones -- costing $10,000 each -- in heights up to 20 feet
"
1445998640,11/21/2017 01:33:19,false,3061073992,,11/21/2017 01:19:38,false,elite,1,43499220,VEN,17,Altagracia,186.93.71.132,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"ibm's visits to the debt market are closely watched by treasurers at other corporations and by credit market analysts because in the first scenario, the reserves would be exhausted next year, and in the second they would be wiped out in 1991
"
1445998640,11/21/2017 01:51:31,false,3061134041,,11/21/2017 01:49:49,false,neodev,1,44042322,EGY,11,Cairo,41.44.201.157,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"ibm's visits to the debt market are closely watched by treasurers at other corporations and by credit market analysts because in the first scenario, the reserves would be exhausted next year, and in the second they would be wiped out in 1991
"
1445998640,11/21/2017 01:54:09,false,3061143220,,11/21/2017 01:49:47,false,clixsense,0.6667,43726491,UKR,9,Khmelnitskiy,94.230.202.107,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"ibm's visits to the debt market are closely watched by treasurers at other corporations and by credit market analysts because in the first scenario, the reserves would be exhausted next year, and in the second they would be wiped out in 1991
"
1445998640,11/21/2017 02:51:40,false,3061325243,,11/21/2017 02:51:25,false,neodev,1,43692986,EGY,19,Port Said,41.238.92.216,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"ibm's visits to the debt market are closely watched by treasurers at other corporations and by credit market analysts because in the first scenario, the reserves would be exhausted next year, and in the second they would be wiped out in 1991
"
1445998641,11/21/2017 01:23:03,false,3061041995,,11/21/2017 01:19:16,false,clixsense,1,40360329,VEN,23,Maracaibo,190.207.15.141,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"utilities are a classic example as those rates are up from 7.52% and 7.50%, respectively, at last week's auction
"
1445998641,11/21/2017 01:24:15,false,3061045853,,11/21/2017 01:19:17,false,clixsense,1,41825385,VEN,7,Valencia,200.8.86.180,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"utilities are a classic example as those rates are up from 7.52% and 7.50%, respectively, at last week's auction
"
1445998641,11/21/2017 01:28:03,false,3061057750,,11/21/2017 01:27:31,false,neodev,1,43816676,VEN,4,La Victoria,190.142.126.129,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"utilities are a classic example as those rates are up from 7.52% and 7.50%, respectively, at last week's auction
"
1445998641,11/21/2017 01:30:29,false,3061065274,,11/21/2017 01:19:15,false,clixsense,1,39091022,VEN,15,Los Teques,181.208.40.172,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"utilities are a classic example as those rates are up from 7.52% and 7.50%, respectively, at last week's auction
"
1445998642,11/21/2017 01:23:03,false,3061041998,,11/21/2017 01:19:16,false,clixsense,1,40360329,VEN,23,Maracaibo,190.207.15.141,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"courtaulds' spinoff reflects pressure on british industry to boost share prices beyond the reach of corporate raiders indeed on abortion, their own day will come
"
1445998642,11/21/2017 01:24:15,false,3061045834,,11/21/2017 01:19:17,false,clixsense,1,41825385,VEN,7,Valencia,200.8.86.180,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"courtaulds' spinoff reflects pressure on british industry to boost share prices beyond the reach of corporate raiders indeed on abortion, their own day will come
"
1445998642,11/21/2017 01:28:03,false,3061057743,,11/21/2017 01:27:31,false,neodev,1,43816676,VEN,4,La Victoria,190.142.126.129,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"courtaulds' spinoff reflects pressure on british industry to boost share prices beyond the reach of corporate raiders indeed on abortion, their own day will come
"
1445998642,11/21/2017 01:30:29,false,3061065290,,11/21/2017 01:19:15,false,clixsense,1,39091022,VEN,15,Los Teques,181.208.40.172,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"courtaulds' spinoff reflects pressure on british industry to boost share prices beyond the reach of corporate raiders indeed on abortion, their own day will come
"
1445998643,11/21/2017 01:21:11,false,3061036138,,11/21/2017 01:20:29,false,neodev,1,36123103,MEX,31,Mérida,189.221.47.200,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"that he intended to send such a mission, composed of top government aides and business and labor leaders specifically the exchange must find new products and new markets
"
1445998643,11/21/2017 01:21:53,false,3061038323,,11/21/2017 01:20:35,false,neodev,1,42028610,VEN,20,San Cristóbal,201.243.140.158,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"that he intended to send such a mission, composed of top government aides and business and labor leaders specifically the exchange must find new products and new markets
"
1445998643,11/21/2017 01:50:51,false,3061131874,,11/21/2017 01:50:40,false,neodev,1,43692986,EGY,19,Port Said,41.238.92.216,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"that he intended to send such a mission, composed of top government aides and business and labor leaders specifically the exchange must find new products and new markets
"
1445998643,11/21/2017 02:53:19,false,3061330421,,11/21/2017 02:51:51,false,neodev,1,39939687,VEN,,,190.198.135.139,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"that he intended to send such a mission, composed of top government aides and business and labor leaders specifically the exchange must find new products and new markets
"
1445998644,11/21/2017 01:21:15,false,3061036274,,11/21/2017 01:20:00,false,instagc,1,36656211,ESP,51,Villanueva Del Ariscal,89.131.88.139,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"on certain occasions a spirit could be earthbound and make itself known indeed the steady growth of the mortgage securities market in the u.s. has even triggered talk of building up a similar market here
"
1445998644,11/21/2017 01:21:39,false,3061037573,,11/21/2017 01:20:09,false,elite,1,43727714,VEN,25,Caracas,200.35.204.225,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"on certain occasions a spirit could be earthbound and make itself known indeed the steady growth of the mortgage securities market in the u.s. has even triggered talk of building up a similar market here
"
1445998644,11/21/2017 01:21:53,false,3061038332,,11/21/2017 01:20:19,false,neodev,1,40027412,VEN,4,Maracay,190.38.40.49,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"on certain occasions a spirit could be earthbound and make itself known indeed the steady growth of the mortgage securities market in the u.s. has even triggered talk of building up a similar market here
"
1445998644,11/21/2017 01:25:36,false,3061050259,,11/21/2017 01:20:25,false,neodev,1,43983437,COL,,,161.18.97.101,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"on certain occasions a spirit could be earthbound and make itself known indeed the steady growth of the mortgage securities market in the u.s. has even triggered talk of building up a similar market here
"
1445998645,11/21/2017 01:21:11,false,3061036132,,11/21/2017 01:20:29,false,neodev,1,36123103,MEX,31,Mérida,189.221.47.200,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"slowing economies in some areas limit student choice for example if 135 is broken, some panic will be seen
"
1445998645,11/21/2017 01:21:53,false,3061038349,,11/21/2017 01:20:35,false,neodev,1,42028610,VEN,20,San Cristóbal,201.243.140.158,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"slowing economies in some areas limit student choice for example if 135 is broken, some panic will be seen
"
1445998645,11/21/2017 01:50:51,false,3061131867,,11/21/2017 01:50:40,false,neodev,1,43692986,EGY,19,Port Said,41.238.92.216,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"slowing economies in some areas limit student choice for example if 135 is broken, some panic will be seen
"
1445998645,11/21/2017 02:53:19,false,3061330414,,11/21/2017 02:51:51,false,neodev,1,39939687,VEN,,,190.198.135.139,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"slowing economies in some areas limit student choice for example if 135 is broken, some panic will be seen
"
1445998646,11/21/2017 01:21:41,false,3061037708,,11/21/2017 01:19:44,false,neodev,1,43803786,EGY,11,Cairo,105.82.36.96,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the sky filled with 12.8-pound shells, several of which fell back to earth, destroying homes and buildings then john ake, 48, a former vice-president in charge of legal compliance at american capital management & research inc., in houston, will join ballard spahr's corporate-securities practice
"
1445998646,11/21/2017 01:26:47,false,3061054060,,11/21/2017 01:19:58,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the sky filled with 12.8-pound shells, several of which fell back to earth, destroying homes and buildings then john ake, 48, a former vice-president in charge of legal compliance at american capital management & research inc., in houston, will join ballard spahr's corporate-securities practice
"
1445998646,11/21/2017 01:30:35,false,3061065574,,11/21/2017 01:19:57,false,neodev,1,40185726,VEN,23,Maracaibo,201.248.106.90,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the sky filled with 12.8-pound shells, several of which fell back to earth, destroying homes and buildings then john ake, 48, a former vice-president in charge of legal compliance at american capital management & research inc., in houston, will join ballard spahr's corporate-securities practice
"
1445998646,11/21/2017 01:48:49,false,3061125570,,11/21/2017 01:19:47,false,clixsense,1,43955960,IND,24,Hanumangarh,103.255.9.113,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the sky filled with 12.8-pound shells, several of which fell back to earth, destroying homes and buildings then john ake, 48, a former vice-president in charge of legal compliance at american capital management & research inc., in houston, will join ballard spahr's corporate-securities practice
"
1445998647,11/21/2017 01:21:39,false,3061037565,,11/21/2017 01:20:09,false,elite,1,43727714,VEN,25,Caracas,200.35.204.225,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the company is exposed to bulk chemicals, however but its roots are patriotic -- with the first trees appearing in 1872 in an orchard near peru, iowa, to be exact
"
1445998647,11/21/2017 01:21:53,false,3061038336,,11/21/2017 01:20:19,false,neodev,1,40027412,VEN,4,Maracay,190.38.40.49,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the company is exposed to bulk chemicals, however but its roots are patriotic -- with the first trees appearing in 1872 in an orchard near peru, iowa, to be exact
"
1445998647,11/21/2017 01:25:36,false,3061050267,,11/21/2017 01:20:25,false,neodev,1,43983437,COL,,,161.18.97.101,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the company is exposed to bulk chemicals, however but its roots are patriotic -- with the first trees appearing in 1872 in an orchard near peru, iowa, to be exact
"
1445998647,11/21/2017 01:50:51,false,3061131854,,11/21/2017 01:50:40,false,neodev,1,43692986,EGY,19,Port Said,41.238.92.216,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"the company is exposed to bulk chemicals, however but its roots are patriotic -- with the first trees appearing in 1872 in an orchard near peru, iowa, to be exact
"
1445998648,11/21/2017 01:26:47,false,3061054053,,11/21/2017 01:19:58,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"but mr. rey brought about a merger in the next few years between the country's major producers ever since advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible
"
1445998648,11/21/2017 01:30:35,false,3061065585,,11/21/2017 01:19:57,false,neodev,1,40185726,VEN,23,Maracaibo,201.248.106.90,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"but mr. rey brought about a merger in the next few years between the country's major producers ever since advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible
"
1445998648,11/21/2017 01:48:49,false,3061125564,,11/21/2017 01:19:47,false,clixsense,1,43955960,IND,24,Hanumangarh,103.255.9.113,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"but mr. rey brought about a merger in the next few years between the country's major producers ever since advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible
"
1445998648,11/21/2017 02:52:28,false,3061327824,,11/21/2017 02:50:08,false,clixsense,0.6667,43726491,UKR,9,Khmelnitskiy,94.230.202.107,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"but mr. rey brought about a merger in the next few years between the country's major producers ever since advisers to ual management and the union will begin meeting in new york today and will work through the weekend to devise a new proposal to present to ual's board ""at the earliest time possible
"
1445998649,11/21/2017 01:20:56,false,3061035226,,11/21/2017 01:18:47,false,elite,1,43667456,COL,2,Medellín,201.233.96.41,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"in the 1970s, several pharmaceutical and packaged-goods companies, including colgate-palmolive co., eli lilly & co., pfizer inc. and schering-plough acquired cosmetics companies however as that system grows, larger computers may be needed
"
1445998649,11/21/2017 01:22:24,false,3061039866,,11/21/2017 01:19:06,false,neodev,1,43902887,VEN,25,Caracas,190.123.191.139,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"in the 1970s, several pharmaceutical and packaged-goods companies, including colgate-palmolive co., eli lilly & co., pfizer inc. and schering-plough acquired cosmetics companies however as that system grows, larger computers may be needed
"
1445998649,11/21/2017 01:25:39,false,3061050452,,11/21/2017 01:18:55,false,elite,1,43125727,BRA,8,Vitoria,177.17.83.202,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"in the 1970s, several pharmaceutical and packaged-goods companies, including colgate-palmolive co., eli lilly & co., pfizer inc. and schering-plough acquired cosmetics companies however as that system grows, larger computers may be needed
"
1445998649,11/21/2017 01:51:05,false,3061132624,,11/21/2017 01:48:56,false,elite,1,43855651,PHL,13,Binakod,175.158.208.132,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"in the 1970s, several pharmaceutical and packaged-goods companies, including colgate-palmolive co., eli lilly & co., pfizer inc. and schering-plough acquired cosmetics companies however as that system grows, larger computers may be needed
"
1445998650,11/21/2017 01:21:11,false,3061036145,,11/21/2017 01:20:29,false,neodev,1,36123103,MEX,31,Mérida,189.221.47.200,incoherent,incoherent_sentences_arg2_diff_sense.txt,,,,"only schering-plough, which makes the mass-market maybelline, has maintained a meaningful business meanwhile lower house elections must take place before june
"
1445998650,11/21/2017 01:21:53,false,3061038346,,11/21/2017 01:20:35,false,neodev,1,42028610,VEN,20,San Cristóbal,201.243.140.158,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"only schering-plough, which makes the mass-market maybelline, has maintained a meaningful business meanwhile lower house elections must take place before june
"
1445998650,11/21/2017 01:50:51,false,3061131846,,11/21/2017 01:50:40,false,neodev,1,43692986,EGY,19,Port Said,41.238.92.216,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"only schering-plough, which makes the mass-market maybelline, has maintained a meaningful business meanwhile lower house elections must take place before june
"
1445998650,11/21/2017 02:53:19,false,3061330429,,11/21/2017 02:51:51,false,neodev,1,39939687,VEN,,,190.198.135.139,coherent,incoherent_sentences_arg2_diff_sense.txt,,,,"only schering-plough, which makes the mass-market maybelline, has maintained a meaningful business meanwhile lower house elections must take place before june
"
