_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,please_classify_the_sample,dataset,please_classify_the_sample_gold,sample
1467549608,11/26/2017 20:17:03,false,3086330079,,11/26/2017 20:15:08,false,neodev,0.7143,43838299,VEN,15,Agua Fria,200.82.246.131,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,their report galvanized other molecular biologists because it's contrary to common sense
1467549609,11/26/2017 20:15:07,false,3086325090,,11/26/2017 20:13:31,false,clixsense,0.7143,18490425,SRB,00,Belgrade,178.221.186.47,coherent,incoherent_sentences_arg2_matching_connectives.txt,,but the japanese practice of deep discounting often is cited by americans as a classic barrier to entry in japan's market for example general electric co. recently sold off its interests in liquid-crystal displays to thompson-csf of france
1467549609,11/26/2017 20:15:11,false,3086325307,,11/26/2017 20:13:28,false,gifthunterclub,1.0,43816182,VEN,26,Anare,200.93.106.24,coherent,incoherent_sentences_arg2_matching_connectives.txt,,but the japanese practice of deep discounting often is cited by americans as a classic barrier to entry in japan's market for example general electric co. recently sold off its interests in liquid-crystal displays to thompson-csf of france
1467549609,11/26/2017 20:15:23,false,3086325770,,11/26/2017 20:13:31,false,clixsense,0.8571,40400705,HND,08,Tegucigalpa,190.92.43.16,coherent,incoherent_sentences_arg2_matching_connectives.txt,,but the japanese practice of deep discounting often is cited by americans as a classic barrier to entry in japan's market for example general electric co. recently sold off its interests in liquid-crystal displays to thompson-csf of france
1467549609,11/26/2017 20:18:34,false,3086334554,,11/26/2017 20:14:07,false,elite,0.7143,40993312,BIH,01,Zenica,109.163.151.195,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,but the japanese practice of deep discounting often is cited by americans as a classic barrier to entry in japan's market for example general electric co. recently sold off its interests in liquid-crystal displays to thompson-csf of france
1467549610,11/26/2017 20:27:32,false,3086364156,,11/26/2017 20:24:33,false,elite,0.7143,43961443,VEN,"","",190.199.77.119,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"in sidhpur, it is almost time to sow this year's crop however bally officials decline to discuss the situation"
1467549610,11/26/2017 20:29:16,false,3086369697,,11/26/2017 20:26:55,false,clixsense,0.8571,43890609,TUR,44,Malatya,85.104.91.112,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"in sidhpur, it is almost time to sow this year's crop however bally officials decline to discuss the situation"
1467549610,11/26/2017 20:56:07,false,3086456137,,11/26/2017 20:54:51,false,elite,0.6,43713849,SRB,00,Savski Venac,178.149.170.172,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"in sidhpur, it is almost time to sow this year's crop however bally officials decline to discuss the situation"
1467549610,11/26/2017 21:00:02,false,3086466356,,11/26/2017 20:54:50,false,elite,0.7143,42579401,SRB,00,Belgrade,87.116.179.33,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"in sidhpur, it is almost time to sow this year's crop however bally officials decline to discuss the situation"
1467549611,11/26/2017 20:16:32,false,3086328721,,11/26/2017 20:15:20,false,gifthunterclub,1.0,43816182,VEN,26,Anare,200.93.106.24,coherent,incoherent_sentences_arg2_matching_connectives.txt,,old stone's construction lending portfolio includes about $250 million in real-estate loans outstanding and more than 90% of the people consider themselves middle class
1467549611,11/26/2017 20:16:52,false,3086329508,,11/26/2017 20:15:10,false,elite,0.7143,43639661,EGY,11,Cairo,41.69.226.62,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,old stone's construction lending portfolio includes about $250 million in real-estate loans outstanding and more than 90% of the people consider themselves middle class
1467549611,11/26/2017 20:16:58,false,3086329827,,11/26/2017 20:15:09,false,clixsense,0.7143,18490425,SRB,00,Belgrade,178.221.186.47,coherent,incoherent_sentences_arg2_matching_connectives.txt,,old stone's construction lending portfolio includes about $250 million in real-estate loans outstanding and more than 90% of the people consider themselves middle class
1467549611,11/26/2017 20:46:10,false,3086428045,,11/26/2017 20:45:19,false,elite,1.0,41274513,BIH,01,Sarajevo,109.175.99.121,coherent,incoherent_sentences_arg2_matching_connectives.txt,,old stone's construction lending portfolio includes about $250 million in real-estate loans outstanding and more than 90% of the people consider themselves middle class
1467549612,11/26/2017 20:29:17,false,3086369743,,11/26/2017 20:27:34,false,elite,0.7143,43961443,VEN,"","",190.199.77.119,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"his approach to the recantation is direct but low-key specifically the woman appeared in court thursday to enter her plea, but when she started to approach the bench, she was stopped by judge hancock.he told the woman's lawyer, victor blaine, that the short skirt was inappropriate for a court appearance.despite mr. blaine's protests, the judge rescheduled her case for nov. 27"
1467549612,11/26/2017 20:29:53,false,3086371764,,11/26/2017 20:27:37,false,elite,0.7143,44003207,EGY,"","",197.39.79.169,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"his approach to the recantation is direct but low-key specifically the woman appeared in court thursday to enter her plea, but when she started to approach the bench, she was stopped by judge hancock.he told the woman's lawyer, victor blaine, that the short skirt was inappropriate for a court appearance.despite mr. blaine's protests, the judge rescheduled her case for nov. 27"
1467549612,11/26/2017 20:31:13,false,3086375948,,11/26/2017 20:27:48,false,elite,1.0,43778293,BIH,01,Vitez,77.239.30.41,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"his approach to the recantation is direct but low-key specifically the woman appeared in court thursday to enter her plea, but when she started to approach the bench, she was stopped by judge hancock.he told the woman's lawyer, victor blaine, that the short skirt was inappropriate for a court appearance.despite mr. blaine's protests, the judge rescheduled her case for nov. 27"
1467549612,11/26/2017 20:34:08,false,3086386464,,11/26/2017 20:32:41,false,clixsense,0.7143,42160208,UKR,04,Dnepropetrovsk,193.19.240.114,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"his approach to the recantation is direct but low-key specifically the woman appeared in court thursday to enter her plea, but when she started to approach the bench, she was stopped by judge hancock.he told the woman's lawyer, victor blaine, that the short skirt was inappropriate for a court appearance.despite mr. blaine's protests, the judge rescheduled her case for nov. 27"
1467549613,11/26/2017 20:09:28,false,3086309829,,11/26/2017 20:07:58,false,neodev,1.0,33256761,VEN,"","",190.79.245.250,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"rumors that unilever is interested in acquiring schering-plough corp. 's maybelline unit are widespread however earlier this month the accounting firm of ernst & young and the securities firm of goldman, sachs & co., the experts hired by the creditors, contended that eastern would have difficulty meeting earnings targets the airline was projecting"
1467549613,11/26/2017 20:15:22,false,3086325727,,11/26/2017 20:13:08,false,neodev,0.7143,40214263,UKR,15,Lviv,31.148.255.69,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"rumors that unilever is interested in acquiring schering-plough corp. 's maybelline unit are widespread however earlier this month the accounting firm of ernst & young and the securities firm of goldman, sachs & co., the experts hired by the creditors, contended that eastern would have difficulty meeting earnings targets the airline was projecting"
1467549613,11/26/2017 20:42:40,false,3086417898,,11/26/2017 20:38:32,false,neodev,0.7143,43858025,VEN,25,Caracas,186.90.147.99,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"rumors that unilever is interested in acquiring schering-plough corp. 's maybelline unit are widespread however earlier this month the accounting firm of ernst & young and the securities firm of goldman, sachs & co., the experts hired by the creditors, contended that eastern would have difficulty meeting earnings targets the airline was projecting"
1467549613,11/26/2017 21:11:52,false,3086502477,,11/26/2017 21:09:42,false,elite,0.7143,42579401,SRB,00,Belgrade,87.116.179.33,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"rumors that unilever is interested in acquiring schering-plough corp. 's maybelline unit are widespread however earlier this month the accounting firm of ernst & young and the securities firm of goldman, sachs & co., the experts hired by the creditors, contended that eastern would have difficulty meeting earnings targets the airline was projecting"
1467549614,11/26/2017 20:20:11,false,3086339414,,11/26/2017 20:18:27,false,neodev,0.6667,43875791,SRB,00,Belgrade,178.223.169.255,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"but the notebook, with the more advanced microprocessor and hard disk, is more innovative for instance the u.s. defines it as ""premediated, politically motivated violence perpetrated against noncombatant targets by subnational groups or clandestine state agents"
1467549614,11/26/2017 20:21:04,false,3086342525,,11/26/2017 20:18:35,false,neodev,0.7143,43838299,VEN,15,Agua Fria,200.82.246.131,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"but the notebook, with the more advanced microprocessor and hard disk, is more innovative for instance the u.s. defines it as ""premediated, politically motivated violence perpetrated against noncombatant targets by subnational groups or clandestine state agents"
1467549614,11/26/2017 20:21:50,false,3086345080,,11/26/2017 20:18:48,false,elite,0.7143,40993312,BIH,01,Zenica,109.163.151.195,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"but the notebook, with the more advanced microprocessor and hard disk, is more innovative for instance the u.s. defines it as ""premediated, politically motivated violence perpetrated against noncombatant targets by subnational groups or clandestine state agents"
1467549614,11/26/2017 20:51:15,false,3086442707,,11/26/2017 20:49:10,false,elite,1.0,37009953,SRB,00,Belgrade,77.46.190.185,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"but the notebook, with the more advanced microprocessor and hard disk, is more innovative for instance the u.s. defines it as ""premediated, politically motivated violence perpetrated against noncombatant targets by subnational groups or clandestine state agents"
1467549615,11/26/2017 20:16:42,false,3086329182,,11/26/2017 20:15:25,false,neodev,0.8571,24315237,PRT,09,Portimão,85.243.213.234,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"elected as directors were mr. hollander, frederick ezekiel, frederick ross, arthur b. crozier and rose pothier while sterling was quoted at $1.5820, up from $1.5795 late friday"
1467549615,11/26/2017 20:17:47,false,3086332335,,11/26/2017 20:15:38,false,elite,0.8571,43852040,VEN,15,Agua Fria,200.82.246.155,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"elected as directors were mr. hollander, frederick ezekiel, frederick ross, arthur b. crozier and rose pothier while sterling was quoted at $1.5820, up from $1.5795 late friday"
1467549615,11/26/2017 20:18:31,false,3086334437,,11/26/2017 20:15:36,false,clixsense,0.8571,40400705,HND,08,Tegucigalpa,190.92.43.16,coherent,incoherent_sentences_arg2_matching_connectives.txt,,"elected as directors were mr. hollander, frederick ezekiel, frederick ross, arthur b. crozier and rose pothier while sterling was quoted at $1.5820, up from $1.5795 late friday"
1467549615,11/26/2017 20:19:00,false,3086336037,,11/26/2017 20:18:45,false,neodev,0.7143,40214263,UKR,15,Lviv,31.148.255.69,incoherent,incoherent_sentences_arg2_matching_connectives.txt,,"elected as directors were mr. hollander, frederick ezekiel, frederick ross, arthur b. crozier and rose pothier while sterling was quoted at $1.5820, up from $1.5795 late friday"
1467549616,11/26/2017 20:16:42,false,3086329179,,11/26/2017 20:15:25,false,neodev,0.8571,24315237,PRT,09,Portimão,85.243.213.234,coherent,incoherent_sentences_arg2_random.txt,,"solo woodwind players have to be creative if they want to work a lot, because their repertoire and audience appeal are limited for example courtaulds' shares rose 15 pence to 362 pence, valuing the entire company at about #1.44 billion"
